,EIN,X__1,NAME.x,NAME.y,ICO,STREET,CITY,STATE,ZIP,tax_prd,subseccd,s501c3or4947a1cd,sepcnsldtfinstmtcd,sepindaudfinstmtcd,invstproceedscd,recvnoncashcd,noemplyeesw3cnt,unrelbusinccd,solicitcntrbcd,totcomprelatede,totcntrbgfts,totprgmrevnue,invstmntinc,txexmptbndsproceeds,royaltsinc,netgnls,netincfndrsng,netincgaming,netincsales,miscrevtot11e,totrevenue,grntstogovt,grnsttoindiv,grntstofrgngovt,benifitsmembrs,compnsatncurrofcr,compnsatnandothr,othrsalwages,pensionplancontrb,othremplyeebenef,profndraising,totfuncexpns,nonintcashend,svngstempinvend,pldgegrntrcvblend,accntsrcvblend,notesloansrcvblend,invntriesalesend,prepaidexpnsend,lndbldgsequipend,invstmntsend,invstmntsothrend,invstmntsprgmend,intangibleassetsend,othrassetsend,totassetsend,accntspayableend,grntspayableend,deferedrevnuend,txexmptbndsend,escrwaccntliabend,secrdmrtgsend,othrliabend,totliabend,unrstrctnetasstsend,temprstrctnetasstsend,permrstrctnetasstsend,totnetassetend,totnetliabastend,gftgrntsrcvd170,totgftgrntrcvd509
396,521703547,555,YOUNG VICTORIAN THEATRE COMPANY,YOUNG VICTORIAN THEATRE COMPANY,% BRIAN S GOODMAN,1 SOUTH ST STE 2600,BALTIMORE,MD,21202-3291,201307,3,Y,Y,N,N,N,5,N,N,0,106177,75012,5588,0,0,0,0,0,0,0,186777,0,0,0,0,13000,0,9000,0,0,0,188832,1446,0,0,0,0,0,0,0,305340,0,0,0,0,306786,0,0,0,0,0,0,0,0,4943,0,301843,306786,306786,449352,0
399,522001426,356,OPERA LAFAYETTE,OPERA LAFAYETTE,% RYAN C BROWN,10 4TH ST NE,WASHINGTON,DC,20002-5930,201306,3,Y,Y,Y,N,N,2,N,N,0,609968,182153,811,0,0,0,-5441,0,0,1869,789360,0,0,0,0,54407,0,61920,0,2607,0,824197,301756,300440,25590,52257,0,0,7107,0,0,0,0,0,0,687150,7542,0,39965,0,0,0,0,47507,580989,58654,0,639643,687150,0,2656014
400,530237707,540,WASHINGTON NATIONAL OPERA,WASHINGTON NATIONAL OPERA,NA,2700 F ST NW,WASHINGTON,DC,20566-0002,201309,3,Y,Y,N,N,N,0,N,N,541817,8789001,0,0,0,0,0,0,0,0,0,8789001,8789001,0,0,0,0,0,0,0,0,0,8789001,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,56098038,0
401,540985006,534,"VIRGINIA OPERA ASSOCIATION, INC.",VIRGINIA OPERA ASSOC INC,NA,PO BOX 2580,NORFOLK,VA,23501-2580,201306,3,Y,N,N,N,N,196,Y,N,0,5427569,1782838,48896,0,0,144625,82202,0,0,119380,7605510,0,0,0,0,243724,0,2111322,0,126705,0,7046572,73615,0,362778,126265,0,5592,80274,115378,0,5721,0,0,66485,836108,871537,0,664833,0,0,387021,0,1923391,-1093004,0,5721,-1087283,836108,13471238,0
404,541647973,535,VIRGINIA OPERA FOUNDATION,VIRGINIA OPERA FOUNDATION,% ONCE COMMERCIAL PLACE,160 W VA BEACH BLVD,NORFOLK,VA,23510-2017,201306,3,Y,N,N,N,N,0,N,N,0,45014,0,3866,0,0,86337,0,0,0,0,135217,2306779,0,0,0,0,0,0,0,0,0,2306779,0,0,10000,0,0,0,0,0,0,2336,0,0,0,12336,0,0,0,0,0,0,0,0,10000,0,2336,12336,12336,0,0
406,550346301,66,CHARLESTON LIGHT OPERA GUILD INC,CHARLESTON LIGHT OPERA GUILD INC,NA,PO BOX 1762,CHARLESTON,WV,25326-1762,201312,3,Y,N,Y,N,N,0,N,N,0,116506,207247,31,0,0,0,0,0,0,2205,325989,0,0,0,0,0,0,0,0,0,0,314227,186682,0,0,17550,0,0,24835,236026,0,206,0,0,0,465299,1979,0,2250,0,0,0,0,4229,392245,58400,10425,461070,465299,0,353304
407,550895590,310,OPERA ACADEMY OF CALIFORNIA,OPERA ACADEMY OF CALIFORNIA,% YEFIM MAIZEL,5025 DIAMOND HEIGHTS BLVD,SAN FRANCISCO,CA,94131-1621,201402,3,Y,N,N,N,N,0,N,N,0,34831,143203,0,0,0,0,0,0,0,0,178034,0,0,0,0,0,0,0,0,0,0,179692,918,0,0,0,0,0,0,0,0,0,0,0,0,918,0,0,0,0,0,0,0,8000,0,0,0,-7082,918,0,122138
408,560729350,49,BREVARD MUSIC CENTER INCORPORATED,BREVARD MUSIC CENTER INCORPORATED,NA,PO BOX 312,BREVARD,NC,28712-0312,201312,3,Y,Y,Y,N,N,182,N,N,0,385061,13390,201771,0,0,64297,0,0,751,0,685891,0,0,0,0,132150,0,172486,8495,45886,0,639125,311971,0,162946,19597,0,5256,99860,8765947,21924867,0,0,0,1111125,32401569,86237,0,61359,0,0,49140,672100,868836,10564693,19966045,1001995,31532733,32401569,0,0
409,560729350,49,BREVARD MUSIC CENTER INCORPORATED,BREVARD MUSIC CENTER INCORPORATED,NA,PO BOX 312,BREVARD,NC,28712-0312,201309,3,Y,Y,Y,N,Y,166,Y,N,0,2133027,3094000,517160,0,0,1221346,4411,130872,14359,3766,7224642,0,1081650,0,0,270822,0,1537964,32333,174393,0,5682455,403337,0,87305,26459,0,5256,28117,8834697,20975941,0,0,0,1092500,31453612,150357,0,8614,0,0,3325,672100,884396,10527183,19040038,1001995,30569216,31453612,0,0
411,562167677,26,ASHEVILLE LYRIC OPERA,ASHEVILLE LYRIC OPERA,% DAVID C STARKEY,PO BOX 3316,ASHEVILLE,NC,28802-3316,201306,3,N,N,N,N,N,1,N,N,0,187940,111091,8,0,0,0,6167,0,0,0,307256,0,0,0,0,42160,0,17253,0,0,0,291453,6037,0,0,0,0,0,0,1572,0,0,0,0,0,7609,20644,0,0,0,0,0,0,37021,-29412,0,0,-29412,7609,0,869779
414,562521625,372,OPERA ON THE JAMES,OPERA ON THE JAMES,% SHANDA K ROWE,PO BOX 1450,LYNCHBURG,VA,24505-1450,201306,3,Y,Y,Y,N,Y,3,N,N,0,129643,99352,46048,0,0,198772,17086,0,0,2652,493553,0,0,0,0,68800,0,13150,0,0,0,535155,35569,55538,53815,0,0,0,2243,517817,0,0,2048689,0,0,2713671,2357,0,0,0,0,0,2583,4940,2533650,76631,98450,2708731,2713671,1347412,0
415,562527875,295,NORTHERN LIGHTS MUSIC FESTIVAL,NORTHERN LIGHTS MUSIC FESTIVAL,% THOMAS GILLACH,601 N 1ST ST W,AURORA,MN,55705-1301,201303,3,Y,N,N,N,N,0,N,N,0,145925,75532,0,0,0,0,10839,0,0,2399,234695,0,0,0,0,0,97964,0,0,0,0,241891,6036,0,9000,0,0,0,5713,0,0,0,0,0,0,20749,11903,0,0,0,0,19555,0,31458,0,0,0,-10709,20749,0,497849
416,562527875,295,NORTHERN LIGHTS MUSIC FESTIVAL,NORTHERN LIGHTS MUSIC FESTIVAL,% THOMAS GILLACH,601 N 1ST ST W,AURORA,MN,55705-1301,201311,3,Y,N,N,N,N,0,N,N,0,196608,81505,0,0,0,0,3744,0,0,5891,287748,0,0,0,0,15938,0,106767,0,0,0,293571,2330,0,5334,0,0,0,0,0,0,0,0,0,0,7664,0,0,0,0,0,24196,0,24196,0,0,0,-16532,7664,0,615232
417,562607443,141,GALLO CENTER FOR THE ARTS INC,GALLO CENTER FOR THE ARTS INC,% LOUIS FRIEDMAN,1000 I ST,MODESTO,CA,95354-2381,201306,3,Y,N,N,N,Y,123,Y,N,0,2593040,4502161,0,0,0,0,-20790,0,0,98123,7477718,0,0,0,0,397732,0,1137922,42705,159992,0,8155360,1802888,0,1273679,4655,0,0,245831,39847799,0,0,0,0,222125,43396977,442514,0,1557007,12350000,0,0,1282597,15632118,-3506594,31271453,0,27764859,43396977,0,7102109
418,566019660,322,OPERA CAROLINA,OPERA CAROLINA,NA,1600 ELIZABETH AVE,CHARLOTTE,NC,28204-2511,201306,3,N,N,Y,N,N,81,N,N,0,1518077,605009,3,0,0,0,417890,0,0,123965,2664944,0,0,0,0,130050,0,573774,8558,58272,0,2758644,59657,0,252565,0,0,0,71396,252347,0,0,0,0,16059,652024,225836,0,637659,0,0,236581,746745,1846821,-1194797,0,0,-1194797,652024,7580001,0
421,570660848,465,SPOLETO FESTIVAL USA,SPOLETO FESTIVAL U S A,% SPOL,14 GEORGE ST,CHARLESTON,SC,29401-1524,201308,3,Y,N,Y,N,Y,351,Y,N,0,5802088,3197235,124830,0,0,280158,88368,0,6170,158609,9849338,0,0,0,0,370087,0,1616766,27207,94472,0,7507286,491638,0,2333487,22628,0,4000,130260,8063710,4940890,0,0,0,304796,16291409,112380,0,32302,0,0,0,2220833,2365515,7264847,852090,5808957,13925894,16291409,0,21050426
423,570964360,289,NEWBERRY OPERA HOUSE FOUNDATION INC,NEWBERRY OPERA HOUSE FOUNDATION INC,% DEBORAH SMITH,PO BOX 357,NEWBERRY,SC,29108-0357,201306,3,Y,N,N,N,N,5,N,N,0,964121,967213,25135,0,0,0,0,0,0,0,1956469,0,0,0,0,0,0,178930,0,0,0,1473130,176500,242797,26350,0,0,2831,1796,2536370,0,0,0,6772,0,2993416,69085,0,35419,0,0,367286,0,471790,2125129,91669,304828,2521626,2993416,0,2176328
426,571208572,253,MIAMI LYRIC OPERA,MIAMI LYRIC OPERA INC,% RAFFAELE CARDONE,3602 ALCANTARA AVE,DORAL,FL,33178-2390,201312,3,Y,N,N,N,Y,1,N,N,0,70337,78046,0,0,0,0,0,0,0,0,148383,0,0,0,0,8000,0,0,0,0,0,197621,95,0,0,0,0,0,0,0,0,0,0,0,0,95,0,0,0,0,0,0,0,161717,-161622,0,0,-161622,95,649282,0
427,581371843,482,THE ATLANTA OPERA INC,THE ATLANTA OPERA INC,% PAUL DECKARD,1575 NORTHSIDE DR NW STE 350,ATLANTA,GA,30318-4210,201306,3,N,N,Y,N,Y,195,N,N,0,2918015,1823162,139537,0,0,43492,-103716,0,-578,388,4820300,0,0,0,0,544950,0,1447648,35278,118917,0,5312829,289210,419897,1398012,22782,0,6466,145103,197436,6097454,0,0,7942,38581,8622883,139769,0,887426,0,0,0,0,1027195,-242494,1863116,5975066,7595688,8622883,15896268,0
432,586217462,467,SPRINGER OPERA HOUSE ARTS ASSOCIATION TUA,SPRINGER OPERA HOUSE ARTS ASSOCIATION TUA 3019590655 006,% SUNTRUST BANK,PO BOX 1908,ORLANDO,FL,32802-1908,201406,3,Y,N,N,N,N,0,N,N,0,250000,0,29550,0,0,502301,0,0,0,0,781851,144919,0,0,0,23265,0,0,0,0,0,169773,0,75379,0,0,0,0,0,0,2836070,0,0,0,0,2911449,0,0,0,0,0,0,0,0,2911449,0,0,2911449,2911449,0,0
433,590906317,342,OPERA GUILD INC,OPERA GUILD INC,% FLORIDA GRAND OPERA,8390 NW 25TH ST,MIAMI,FL,33122-1504,201305,3,Y,N,N,N,Y,0,N,N,204849,767500,750000,0,0,0,0,0,0,0,94000,1611500,0,0,0,0,0,0,682000,0,34900,0,1995358,80000,0,175000,41000,981723,0,10000,10395,4883,0,0,0,0,1303001,523858,0,4.00E+05,0,0,8.00E+05,1500000,3223858,-2600000,1.00E+05,579143,-1920857,1303001,4680241,0
435,591743689,414,"PIEDMONT OPERA THEATER, INC.",PIEDMONT OPERA INC,% A J EDGE,636 HOLLY AVE,WINSTON SALEM,NC,27101-2716,201306,3,Y,N,Y,N,N,11,N,N,0,568149,242630,5,0,0,0,72353,0,0,37112,920249,0,0,0,0,51421,0,163157,0,28965,0,879712,136064,0,0,31571,0,0,24598,10298,0,0,0,0,0,202531,4087,0,44611,0,0,0,0,48698,116033,37800,0,153833,202531,0,2615638
437,592376906,554,"YOUNG PATRONESSES OF THE OPERA, INC",YOUNG PATRONESSES OF THE OPERA INC,NA,8390 NW 25TH ST,MIAMI,FL,33122-1504,201305,3,N,N,N,N,N,0,N,N,0,164962,20709,1998,0,0,-1420,36228,0,1624,5,224106,55000,51500,0,0,0,0,0,0,0,0,237943,-2,306764,0,0,0,60177,0,372,105320,0,0,89601,2125,564357,0,0,0,0,0,0,6,6,564351,0,0,564351,564357,0,807254
438,592387417,411,PENSACOLA OPERA INC,PENSACOLA OPERA INC,NA,75 S TARRAGONA ST,PENSACOLA,FL,32502-6028,201307,3,N,N,N,N,Y,6,N,N,0,1040480,293008,11748,0,0,-1400,0,0,0,139655,1483491,0,0,0,0,0,0,200540,0,17325,0,1270671,91463,0,0,0,0,0,25848,581095,439913,0,0,0,360,1138679,2654,0,144222,0,0,0,0,146876,634495,71668,285640,991803,1138679,0,4058323
440,592883286,527,VERO BEACH OPERA INC,VERO BEACH OPERA INC,% A J BRACKINS CPA,49 ROYAL PALM POINTE 201,VERO BEACH,FL,32960-4204,201305,3,N,N,N,N,N,0,N,N,0,198506,73450,829,0,0,0,0,0,0,0,272785,0,0,0,0,0,0,0,0,0,0,164732,0,329093,0,0,0,0,0,0,0,0,0,0,0,329093,0,0,0,0,0,0,0,0,0,0,0,329093,329093,0,570642
441,592883286,527,VERO BEACH OPERA INC,VERO BEACH OPERA INC,% A J BRACKINS CPA,49 ROYAL PALM POINTE 201,VERO BEACH,FL,32960-4204,201405,3,Y,N,N,N,N,0,N,N,0,126305,138009,606,0,0,0,0,0,0,0,264920,0,0,0,0,0,0,0,0,0,0,253925,0,340088,0,0,0,0,0,0,0,0,0,0,0,340088,0,0,0,0,0,0,0,0,0,0,0,340088,340088,0,587539
442,592884120,308,"OPERAWORKS, INC",OPERAWORKS INC,NA,9836 WHITE OAK AVE STE 102,NORTHRIDGE,CA,91325-4843,201312,3,Y,N,N,N,N,3,N,N,0,63652,267035,41,0,0,0,0,0,-648,0,330080,0,0,0,0,40660,0,58300,0,0,0,296515,2529,34172,13700,5853,0,661,52377,203,0,0,0,0,1721,111216,43308,0,45479,0,0,0,0,88787,22429,0,0,22429,111216,0,317479
443,592884120,307,"OPERAWORKS, INC",OPERAWORKS INC,NA,9836 WHITE OAK AVE STE 102,NORTHRIDGE,CA,91325-4843,201312,3,Y,N,N,N,N,3,N,N,0,63652,267035,41,0,0,0,0,0,-648,0,330080,0,0,0,0,40660,0,58300,0,0,0,296515,2529,34172,13700,5853,0,661,52377,203,0,0,0,0,1721,111216,43308,0,45479,0,0,0,0,88787,22429,0,0,22429,111216,0,317479
444,593551267,454,SHANDS AUXILIARY INC,SHANDS AUXILIARY INC,% LOU ANN KAPPER,PO BOX 100336,GAINESVILLE,FL,32610-0336,201306,3,N,N,N,N,N,0,N,N,2066664,500,0,-4836,0,0,0,0,0,89170,0,84834,62616,8500,0,0,0,0,0,0,0,0,87169,47220,21877,0,0,0,0,0,0,0,0,0,0,0,69097,0,0,0,0,0,0,41,41,69056,0,0,69056,69097,0,0
445,596001597,152,GREATER MIAMI OPERA INC,GREATER MIAMI OPERA INC,% FLORIDA GRAND OPERA INC,8390 NW 25TH ST,MIAMI,FL,33122-1504,201305,3,Y,N,N,N,Y,0,N,N,0,3500000,3.00E+06,0,0,0,0,0,0,0,350000,6850000,0,0,0,0,0,0,2731000,0,355160,0,6946329,1500000,0,333000,155000,1300000,0,42000,371956,0,0,0,0,0,3701956,559000,123203,990000,0,0,6500000,3376797,11549000,-10302911,-43262,2499129,-7847044,3701956,18069985,0
446,611170162,306,OPERALEX,OPERALEX INC,NA,PO BOX 8463,LEXINGTON,KY,40533-8463,201406,3,Y,N,N,N,N,0,N,N,0,290216,15705,0,0,0,-70,22459,0,1208,0,329518,0,11700,0,0,0,0,0,0,0,0,156904,98306,150000,0,0,0,960,0,3980,0,0,0,0,0,253246,0,0,0,0,0,0,0,0,0,0,0,253246,253246,659130,0
447,611170162,305,OPERALEX,OPERALEX INC,NA,PO BOX 8463,LEXINGTON,KY,40533-8463,201406,3,Y,N,N,N,N,0,N,N,0,290216,15705,0,0,0,-70,22459,0,1208,0,329518,0,11700,0,0,0,0,0,0,0,0,156904,98306,150000,0,0,0,960,0,3980,0,0,0,0,0,253246,0,0,0,0,0,0,0,0,0,0,0,253246,253246,659130,0
448,611326721,541,WATERVILLE OPERA HOUSE INC,WASHINGTON OPERA HOUSE INC,NA,PO BOX 537,MAYSVILLE,KY,41056-0537,201312,3,Y,N,N,N,N,0,N,N,0,24366,0,15048,0,0,146435,0,0,0,0,185849,2900,0,0,0,0,0,0,0,0,0,71562,16824,21382,0,0,0,0,0,946539,856674,0,0,0,1,1841420,16037,0,0,0,0,0,0,16037,1825383,0,0,1825383,1841420,0,262453
449,616013111,201,KENTUCKY OPERA ASSOCIATION INC,KENTUCKY OPERA ASSOCIATION INC,NA,323 W BROADWAY STE 601,LOUISVILLE,KY,40202-3162,201305,3,Y,N,Y,N,N,10,N,N,0,1391353,420118,23444,0,0,9578,117935,199210,0,3136,2164774,0,0,0,0,0,108156,600603,6105,39061,0,2011753,0,665604,24150,8550,0,0,54228,15642,466900,362095,0,0,0,1597169,74094,0,190784,0,0,0,0,264878,154844,764947,412500,1332291,1597169,6662494,0
451,621015262,202,KNOXVILLE OPERA COMPANY,KNOXVILLE OPERA COMPANY,NA,612 E DEPOT AVE,KNOXVILLE,TN,37917-7609,201406,3,Y,Y,Y,N,N,7,N,N,0,712252,627805,8889,0,0,0,0,0,0,24850,1373796,0,0,0,0,120000,0,207908,0,29455,0,1286846,432385,86351,37600,27562,0,0,4494,357,45834,0,0,0,0,634583,12810,0,0,0,0,0,130603,143413,358985,86351,45834,491170,634583,0,3113846
452,621119830,270,NASHVILLE OPERA ASSOCIATION,NASHVILLE OPERA ASSOCIATION,NA,3622 REDMON ST,NASHVILLE,TN,37209-4827,201307,3,Y,Y,N,N,N,18,Y,N,0,1364611,486188,19236,0,0,55472,81234,0,1970,21166,2137755,2000,0,0,0,184219,0,542737,11128,76835,0,2450564,144455,52457,2108162,0,0,0,26813,6490641,688326,0,0,0,0,9510854,13322,0,264341,0,0,2.00E+05,0,477663,6432821,1892205,708165,9033191,9510854,7736847,0
453,626002098,67,CHATTANOOGA SYMPHONY AND OPERA ASSOCIATION,CHATTANOOGA SYMPHONY AND OPERA ASSOCIATION,NA,701 BROAD STREET,CHATTANOOGA,TN,37402-1811,201405,3,Y,N,Y,N,N,193,N,N,92720,1247377,898886,184997,0,0,266452,96598,0,0,9532,2703842,0,0,0,0,92720,0,1168541,51172,84477,0,2463823,20900,0,153149,13365,0,0,0,23886,2606673,0,0,0,6000,2823973,86180,0,401171,0,0,199357,0,686708,534344,252921,1350000,2137265,2823973,6121608,0
454,636045261,262,MOBILE OPERA INC,MOBILE OPERA INC,NA,257 DAUPHIN ST,MOBILE,AL,36602-2719,201405,3,Y,N,N,N,N,3,N,N,0,281573,90639,6423,0,0,0,0,0,0,34134,412769,0,0,0,0,0,0,55512,0,2302,0,415416,14649,0,0,7625,0,0,0,478310,0,296536,0,0,0,797120,14001,0,4250,0,0,0,366005,384256,140053,0,272811,412864,797120,1722996,0
456,650496477,127,FLORIDA GRAND OPERA INC,FLORIDA GRAND OPERA INC,% ARTURO DI FILIPPI,8390 NW 25TH ST,DORAL,FL,33122-1504,201305,3,Y,N,Y,N,N,264,Y,N,0,65350,54781,145911,0,0,0,0,0,0,0,266042,0,0,0,0,63675,0,0,0,0,0,384835,25,0,1348676,18000,2580028,0,113254,9187276,0,0,0,0,163596,13410855,0,0,39577,0,0,1338100,82673,1460350,7044062,2504709,2401734,11950505,13410855,1515077,0
459,680051718,269,NAPA VALLEY OPERA HOUSE INC,NAPA VALLEY OPERA HOUSE INC,NA,1040 MAIN ST STE 110F,NAPA,CA,94559-2606,201312,3,Y,N,N,N,Y,30,N,N,0,662748,1041097,2461,0,0,-1819,108160,0,0,0,1812647,0,0,0,0,112026,0,442884,0,0,0,2188102,41432,0,881,1713,0,0,2000,1358,0,0,0,0,8180192,8227576,115645,0,151058,0,0,2000,0,308453,7919123,0,0,7919123,8227576,6109008,0
460,680248859,125,FESTIVAL OPERA ASSOCIATION INC,FESTIVAL OPERA ASSOCIATION INC,% SARA NEALY,1630 N MAIN ST,WALNUT CREEK,CA,94596-4609,201312,3,Y,N,N,N,N,1,N,N,0,190395,44228,14,0,0,0,5307,0,0,4528,244472,0,0,0,0,60000,0,0,0,734,0,286779,33721,0,0,0,0,0,0,0,0,0,0,0,300,34021,23719,0,0,0,0,0,22348,132067,0,0,0,-98046,34021,0,1669390
462,680523690,517,UNION AVENUE OPERA THEATRE,UNION AVENUE OPERA THEATRE,% SCOTT SCHOONOVER,733 UNION BLVD,SAINT LOUIS,MO,63108-1037,201212,3,Y,N,N,N,N,3,N,N,0,228929,111152,0,0,0,0,0,0,0,0,340081,0,0,0,0,34095,0,155210,3858,0,0,357040,372,0,0,0,0,0,0,158525,0,0,0,0,0,158897,1357,0,0,0,0,0,0,124295,0,0,0,34602,158897,0,953030
463,710327137,191,INSPIRATION POINT FINE ARTS COLONY INC,INSPIRATION POINT FINE ARTS COLONY INC,NA,PO BOX 127,EUREKA SPGS,AR,72632-0127,201309,3,N,N,N,N,N,0,N,N,0,194995,277747,14504,0,0,0,4406,0,0,29284,520936,0,0,0,0,21200,0,0,0,0,0,436833,0,304660,0,0,0,0,0,424892,336367,0,0,0,100,1066019,0,0,0,0,0,0,0,0,867148,0,198871,1066019,1066019,0,907919
466,720272897,279,NEW ORLEANS OPERA ASSOCIATION,NEW ORLEANS OPERA ASSOCIATION,NA,935 GRAVIER ST STE 1940,NEW ORLEANS,LA,70112-1667,201306,3,Y,N,Y,N,Y,212,Y,N,0,1485337,1092420,730,0,0,0,-83263,62292,0,7803,2593727,0,0,0,0,90000,0,400373,16249,57548,0,2277472,571066,336837,0,225359,0,0,31841,431688,0,0,0,0,0,1596791,40590,0,490206,0,0,0,0,530796,1065995,0,0,1065995,1596791,6638920,0
467,720861706,199,JEFFERSON PERFORMING ARTS SOCIETY,JEFFERSON PERFORMING ARTS SOCIETY,NA,1118 CLEARVIEW PKWY,METAIRIE,LA,70001-3418,201306,3,Y,N,Y,N,N,37,N,N,0,1116661,843224,4861,0,0,1302,0,0,0,0,1966048,0,0,0,0,160000,0,335128,0,39095,0,1414148,24996,14808,16815,1027394,0,0,102116,367202,0,155339,0,0,0,1708670,1545,0,0,0,0,0,244890,271433,1260689,119298,57250,1437237,1708670,0,4786264
468,721016132,280,NEW ORLEANS THEATRE ASSOCIATION INC,NEW ORLEANS THEATRE ASSOCIATION INC,NA,201 SAINT CHARLES AVE STE 3710,NEW ORLEANS,LA,70170-3710,201309,3,Y,N,N,N,N,0,N,N,0,228882,0,10179,0,0,5283,0,0,0,0,244344,152275,0,0,0,0,0,0,0,0,0,155894,3308,0,228420,0,0,0,0,0,155105,0,0,0,0,386833,0,0,0,0,0,0,0,0,386833,0,0,386833,386833,0,581974
469,721476675,151,GRAND OPERA HOUSE OF THE SOUTH INC,GRAND OPERA HOUSE OF THE SOUTH INC,% CAROL B GIELEN,505 N PARKERSON AVE,CROWLEY,LA,70526-4322,201312,3,Y,N,N,N,N,0,N,N,0,163800,43534,0,0,0,0,6486,0,0,11316,256196,0,0,0,0,0,0,0,0,0,0,360327,15948,0,0,0,0,1453,0,4911757,0,0,0,0,0,4929158,11014,0,0,0,0,693000,0,2704014,0,0,0,2225144,4929158,473798,0
470,721584393,376,OPERA PARALLÈLE,OPERA PARALLELE,% TOD BRODY,50 OAK ST,SAN FRANCISCO,CA,94102-6011,201308,3,Y,Y,Y,N,N,0,N,N,0,334193,132061,0,0,0,0,9248,0,0,0,475502,0,0,0,0,28000,0,0,0,352,0,475818,1003,16919,8000,0,0,0,0,0,0,0,0,0,0,25922,18,0,0,0,0,0,0,18,11415,14489,0,25904,25922,1032558,0
471,726021455,455,SHREVEPORT OPERA,SHREVEPORT OPERA,NA,212 TEXAS ST STE 101,SHREVEPORT,LA,71101-3249,201306,3,Y,N,Y,N,N,48,Y,N,0,465243,133627,4762,0,0,0,164984,0,0,33563,802179,0,0,0,0,159270,0,46974,6165,31034,0,715110,216863,0,10350,0,0,0,16556,7803,0,267831,0,0,0,519403,3731,0,39825,0,0,0,0,43556,222762,0,253085,475847,519403,0,2757935
472,730643311,512,TULSA OPERA INC,TULSA OPERA INC,NA,1610 S BOULDER AVE,TULSA,OK,74119-4408,201306,3,N,N,N,N,N,135,N,N,0,1414325,503883,333,0,0,0,95768,0,0,4083,2018392,0,0,0,0,122516,0,339802,0,23653,0,2257059,51830,0,51870,5871,0,0,9728,545444,0,0,0,0,0,664743,72601,0,345089,0,0,548721,0,1381411,-1027776,309000,2108,-716668,664743,8555457,0
473,731008734,71,CIMARRON CIRCUIT OPERA COMPANY,CIMARRON CIRCUIT OPERA COMPANY,NA,PO BOX 1085,NORMAN,OK,73070-1085,201306,3,N,N,Y,N,N,3,N,N,0,111314,39455,643,0,0,0,0,0,0,0,151412,0,0,0,0,0,0,65666,0,6486,0,150796,71733,10405,0,2120,0,0,558,3383,0,0,0,0,7427,95626,0,0,0,0,0,0,15555,15555,80071,0,0,80071,95626,593380,0
475,740016764,179,HOUSTON GRAND OPERA GUILD INC,HOUSTON GRAND OPERA GUILD INC,NA,510 PRESTON ST,HOUSTON,TX,77002-1504,201407,3,Y,N,N,N,N,0,N,N,0,80364,564,0,0,0,0,2519,0,47512,0,130959,49958,0,0,0,0,0,0,0,0,0,93576,1500,0,0,0,0,93340,0,0,0,0,0,0,70371,165211,0,0,0,0,0,0,0,0,165211,0,0,165211,165211,0,274073
476,740016764,179,HOUSTON GRAND OPERA GUILD INC,HOUSTON GRAND OPERA GUILD INC,NA,510 PRESTON ST,HOUSTON,TX,77002-1504,201307,3,N,N,N,N,N,0,N,N,0,50340,515,0,0,0,0,31920,0,39156,0,121931,66413,0,0,0,0,0,0,0,0,0,111568,1500,0,0,0,0,82055,0,0,0,0,0,0,44273,127828,0,0,0,0,0,0,0,0,127828,0,0,127828,127828,0,224144
479,742390496,27,AUSTIN LYRIC OPERA,AUSTIN LYRIC OPERA,NA,3009 INDUSTRIAL TER STE 100,AUSTIN,TX,78758-7601,201306,3,Y,N,N,N,Y,270,N,N,0,2105273,1071829,5356,0,0,-2627,99067,0,1931,0,3304339,0,0,0,0,137883,0,861318,0,84377,0,2829487,296435,3158162,661456,1134,0,0,67810,219276,0,0,0,0,10499,4414772,13021,0,576845,0,0,0,0,589866,3093304,731602,0,3824906,4414772,9343819,0
481,742648245,493,THE OPERA COMPANY INC,THE OPERA COMPANY INC,NA,PO BOX 5106,EL PASO,TX,79953-5106,201306,3,Y,N,N,N,N,2,N,N,0,155470,288484,0,0,0,0,56523,0,0,1643,502120,0,0,0,0,25387,0,64903,0,0,0,511414,4485,0,0,2357,0,0,1468,66548,0,0,0,0,3165,78023,47724,0,7452,0,0,0,40767,95943,-17920,0,0,-17920,78023,0,1028500
482,742744864,28,AUSTIN LYRIC OPERA ENDOWMENT FUND,AUSTIN LYRIC OPERA ENDOWMENT FUND,% EVA KUHLMAN,3009 INDUSTRIAL TER STE 100,AUSTIN,TX,78758-7601,201306,3,Y,N,N,N,N,0,N,N,0,4855,0,18552,0,0,-24910,0,0,0,0,-1503,0,0,0,0,0,0,0,0,0,0,11637,0,23728,0,25000,0,0,0,0,1462964,1341252,0,0,0,2852944,0,0,0,0,0,0,0,0,0,0,2852944,2852944,2852944,0,0
484,743234710,550,WINTER OPERA ST. LOUIS,WINTER OPERA ST LOUIS,% GINA GALATI,2324 MARCONI AVE,SAINT LOUIS,MO,63110-3116,201306,3,N,N,N,N,N,6,N,N,0,139457,93116,0,0,0,0,1871,0,0,0,234444,0,0,0,0,0,0,24202,0,1568,0,231798,4897,0,0,0,0,0,0,0,0,0,0,0,0,4897,924,0,0,0,0,0,0,1796,0,0,0,3101,4897,0,388010
